idx,label,pred,correct,conflict,path,rel_text,rel_visual,rel_audio,pred_text,pred_visual,pred_audio,n_available
323,0,0,1,0,unanimous,0.9186,0.9424,0.9502,0,0,0,3
324,0,0,1,0,unanimous,0.9251,0.9445,0.9486,0,0,0,3
325,0,3,0,1,pick_audio,0.1662,0.6272,0.6650,0,3,3,3
326,0,0,1,0,unanimous,0.9193,0.9383,0.9393,0,0,0,3
327,2,2,1,1,pick_text,0.6171,0.5966,0.1827,2,2,1,3
328,3,3,1,0,unanimous,0.9169,0.9334,0.9472,3,3,3,3
329,1,1,1,0,unanimous,0.9158,0.9434,0.9478,1,1,1,3
330,2,2,1,0,unanimous,0.9164,0.9385,0.9470,2,2,2,3
331,3,3,1,0,unanimous,0.9248,0.9293,-1.0000,3,3,-1,2
332,0,0,1,1,pick_visual,0.5782,0.6383,0.1871,0,0,1,3
333,3,3,1,1,pick_audio,0.6092,0.1385,0.6889,3,0,3,3
334,3,3,1,0,unanimous,0.9199,0.9439,0.9465,3,3,3,3
335,0,0,1,0,unanimous,0.9164,0.9439,0.9482,0,0,0,3
336,0,1,0,1,pick_visual,0.5931,0.6315,0.1897,1,1,0,3
337,0,0,1,0,unanimous,0.9195,0.9433,0.9477,0,0,0,3
338,1,1,1,1,pick_audio,0.6329,0.1348,0.6696,1,3,1,3
339,0,0,1,1,pick_visual,0.5963,0.6176,0.1841,0,0,3,3
340,1,3,0,1,pick_text,0.1713,0.1311,-1.0000,3,0,-1,2
341,0,0,1,0,unanimous,0.9196,0.9274,0.9432,0,0,0,3
342,1,1,1,1,pick_visual,0.6294,0.6388,0.1990,1,1,2,3
343,3,3,1,1,pick_visual,0.6175,0.6275,0.1892,3,3,1,3
344,2,2,1,1,pick_audio,0.6076,0.1410,0.6792,2,3,2,3
345,3,3,1,0,unanimous,-1.0000,0.9170,0.9487,-1,3,3,2
346,3,3,1,1,pick_audio,0.5837,0.1399,0.6559,3,2,3,3
347,0,0,1,1,pick_text,0.1694,0.1417,-1.0000,0,2,-1,2
348,1,1,1,1,pick_text,0.6126,0.6034,0.1751,1,1,0,3
349,2,0,0,1,pick_text,0.6093,0.6079,0.1904,0,0,2,3
350,0,0,1,0,unanimous,0.9238,0.9432,0.9503,0,0,0,3
351,0,0,1,1,pick_audio,0.6063,0.1283,0.6734,0,1,0,3
352,0,1,0,1,pick_audio,0.1812,0.1402,0.2077,0,3,1,3
353,3,3,1,1,pick_audio,0.6215,0.1278,0.6630,3,2,3,3
354,1,1,1,0,unanimous,0.9234,-1.0000,0.9475,1,-1,1,2
355,1,1,1,1,pick_audio,0.1615,0.6245,0.6663,3,1,1,3
356,2,2,1,0,unanimous,0.9199,0.9435,0.9493,2,2,2,3
357,1,3,0,1,pick_audio,0.1516,0.1441,0.1891,1,2,3,3
358,1,1,1,0,unanimous,0.9191,-1.0000,0.9502,1,-1,1,2
359,0,0,1,0,unanimous,0.9192,0.9427,0.9493,0,0,0,3
360,0,0,1,0,unanimous,0.9183,0.9411,0.9504,0,0,0,3
361,3,3,1,1,pick_audio,0.1563,0.1391,0.1944,0,1,3,3
362,0,0,1,1,pick_text,0.1727,0.1298,-1.0000,0,1,-1,2
363,0,0,1,0,unanimous,0.9210,0.9434,0.9457,0,0,0,3
364,0,0,1,1,pick_audio,0.6013,0.1359,0.6780,0,1,0,3
365,0,0,1,1,pick_visual,0.6284,0.6363,0.1930,0,0,2,3
366,3,3,1,0,unanimous,0.9277,0.9291,0.9480,3,3,3,3
367,0,0,1,1,pick_text,0.6444,0.6313,0.1974,0,0,2,3
368,2,2,1,0,unanimous,0.9232,0.9438,0.9467,2,2,2,3
369,2,2,1,0,unanimous,0.9269,-1.0000,0.9435,2,-1,2,2
370,2,2,1,0,unanimous,0.9212,0.9371,0.9443,2,2,2,3
371,2,2,1,1,pick_audio,0.5992,0.1380,0.6666,2,1,2,3
372,0,0,1,1,pick_audio,0.6347,0.1453,0.6807,0,1,0,3
373,2,2,1,1,pick_audio,0.6082,0.1398,0.6583,2,0,2,3
374,0,0,1,1,pick_text,0.1845,0.1448,-1.0000,0,1,-1,2
375,3,3,1,0,unanimous,0.9149,0.9380,0.9488,3,3,3,3
376,2,2,1,0,unanimous,0.9263,0.9434,0.9463,2,2,2,3
377,1,1,1,1,pick_audio,0.1875,-1.0000,0.1908,0,-1,1,2
378,2,2,1,0,unanimous,0.9252,0.9426,0.9414,2,2,2,3
379,2,2,1,0,unanimous,0.9158,0.9432,0.9449,2,2,2,3
380,0,0,1,1,pick_text,0.6113,0.6070,0.1728,0,0,2,3
381,2,2,1,1,pick_audio,0.5986,0.1423,0.6633,2,3,2,3
382,1,3,0,1,pick_audio,0.1533,0.6184,0.6768,1,3,3,3
383,0,0,1,1,pick_audio,0.6226,0.1438,0.6773,0,1,0,3
384,0,0,1,0,unanimous,0.9145,0.9405,0.9500,0,0,0,3
385,3,3,1,0,unanimous,0.9234,0.9435,0.9502,3,3,3,3
386,3,3,1,1,pick_audio,0.1801,0.6302,0.6542,1,3,3,3
387,2,2,1,1,pick_audio,0.6020,0.1366,0.6894,2,3,2,3
388,3,3,1,1,pick_text,0.1676,0.1293,-1.0000,3,1,-1,2
389,3,3,1,0,unanimous,0.9233,0.9383,0.9502,3,3,3,3
390,3,3,1,1,pick_audio,0.1720,0.1416,0.1911,0,2,3,3
391,0,3,0,1,pick_audio,0.1637,0.1357,0.1965,1,0,3,3
392,0,0,1,0,unanimous,0.9152,0.9244,0.9463,0,0,0,3
393,0,0,1,0,unanimous,-1.0000,0.9440,0.9428,-1,0,0,2
394,3,3,1,0,unanimous,0.6322,-1.0000,-1.0000,3,-1,-1,1
395,0,0,1,1,pick_audio,0.6173,0.1395,0.6921,0,3,0,3
396,3,3,1,1,pick_audio,0.1385,0.1187,0.1975,2,1,3,3
397,0,1,0,1,pick_audio,-1.0000,0.1283,0.1813,-1,2,1,2
398,0,0,1,1,pick_text,0.6106,0.6048,0.1860,0,0,3,3
399,1,1,1,0,unanimous,0.9141,0.9418,0.9485,1,1,1,3
400,2,2,1,1,pick_text,0.6318,0.6238,0.1904,2,2,1,3
401,3,0,0,1,pick_audio,0.6144,0.1327,0.6762,0,3,0,3
402,1,1,1,1,pick_audio,0.5679,0.1343,0.6838,1,2,1,3
403,0,1,0,1,pick_text,0.1578,0.1301,-1.0000,1,3,-1,2
404,3,2,0,1,pick_audio,0.1621,0.1436,0.1938,3,0,2,3
405,0,0,1,1,pick_audio,0.1647,0.1268,0.1909,3,1,0,3
406,2,2,1,1,pick_audio,0.6081,0.1371,0.6569,2,1,2,3
407,1,1,1,0,unanimous,0.9163,-1.0000,0.9465,1,-1,1,2
408,2,2,1,0,unanimous,0.9306,0.9432,0.9494,2,2,2,3
409,1,1,1,0,unanimous,-1.0000,0.9436,0.9500,-1,1,1,2
410,0,0,1,1,pick_audio,0.1570,-1.0000,0.1779,1,-1,0,2
411,2,2,1,0,unanimous,0.9240,0.9170,0.9468,2,2,2,3
412,2,2,1,0,unanimous,0.9155,0.9386,0.9478,2,2,2,3
413,0,3,0,1,pick_audio,0.1745,0.1430,0.1993,0,1,3,3
414,2,2,1,1,pick_audio,0.6081,0.1428,0.6705,2,1,2,3
415,3,3,1,1,pick_audio,0.1651,0.6293,0.6757,1,3,3,3
416,1,1,1,0,unanimous,-1.0000,0.9396,0.9445,-1,1,1,2
417,1,1,1,1,pick_audio,0.6120,0.1413,0.6914,1,0,1,3
418,1,1,1,0,unanimous,-1.0000,0.9399,0.9477,-1,1,1,2
419,3,3,1,0,unanimous,0.9236,0.9401,0.9453,3,3,3,3
420,1,1,1,1,pick_audio,0.1653,0.6272,0.6693,2,1,1,3
421,0,0,1,0,unanimous,0.9195,-1.0000,0.9511,0,-1,0,2
422,2,2,1,0,unanimous,-1.0000,-1.0000,0.7005,-1,-1,2,1
423,3,3,1,0,unanimous,0.9164,0.9337,0.9476,3,3,3,3
424,1,1,1,1,pick_visual,0.5943,0.6063,0.1930,1,1,3,3
425,0,0,1,1,pick_text,0.1908,0.1423,0.1801,0,3,1,3
426,2,0,0,1,pick_audio,0.1590,-1.0000,0.1828,2,-1,0,2
427,2,2,1,0,unanimous,0.9247,0.9353,0.9475,2,2,2,3
428,3,3,1,0,unanimous,-1.0000,-1.0000,0.6544,-1,-1,3,1
429,3,3,1,0,unanimous,0.9157,0.9287,0.9507,3,3,3,3
430,3,3,1,1,pick_visual,0.6153,0.6198,0.2031,3,3,2,3
431,0,0,1,0,unanimous,0.9202,0.9444,0.9514,0,0,0,3
432,0,0,1,1,pick_visual,0.6056,0.6112,0.1842,0,0,3,3
433,3,3,1,1,pick_audio,0.1690,0.6290,0.6712,0,3,3,3
434,1,1,1,0,unanimous,-1.0000,-1.0000,0.6616,-1,-1,1,1
435,2,2,1,1,pick_audio,0.6321,0.1455,0.6529,2,3,2,3
436,2,2,1,1,pick_audio,0.6085,0.1392,0.6845,2,0,2,3
437,0,0,1,1,pick_audio,0.6387,0.1146,0.6898,0,3,0,3
438,2,2,1,1,pick_audio,0.1614,-1.0000,0.1862,1,-1,2,2
439,1,0,0,1,pick_audio,0.1620,-1.0000,0.1765,2,-1,0,2
440,2,2,1,1,pick_audio,0.6131,0.1406,0.6627,2,3,2,3
441,0,0,1,1,pick_audio,0.5906,0.1373,0.6748,0,1,0,3
442,0,0,1,0,unanimous,0.9210,0.9416,0.9512,0,0,0,3
443,1,1,1,0,unanimous,0.9143,0.9436,0.9501,1,1,1,3
444,1,1,1,0,unanimous,0.5968,-1.0000,-1.0000,1,-1,-1,1
445,2,2,1,0,unanimous,0.9247,0.9372,0.9489,2,2,2,3
446,2,2,1,1,pick_text,0.1745,0.1444,-1.0000,2,0,-1,2
447,0,0,1,1,pick_visual,0.5925,0.6203,0.2025,0,0,3,3
448,1,1,1,1,pick_audio,0.6194,0.1445,0.6762,1,0,1,3
449,1,1,1,0,unanimous,0.9209,0.9440,0.9470,1,1,1,3
450,1,1,1,0,unanimous,0.9232,0.9433,-1.0000,1,1,-1,2
451,2,0,0,1,pick_text,0.1680,0.1340,-1.0000,0,1,-1,2
452,1,1,1,1,pick_audio,-1.0000,0.1244,0.1891,-1,2,1,2
453,0,0,1,0,unanimous,0.9212,0.9416,0.9489,0,0,0,3
454,0,0,1,1,pick_audio,0.6147,0.1435,0.6743,0,3,0,3
455,2,2,1,0,unanimous,-1.0000,0.6051,-1.0000,-1,2,-1,1
456,3,3,1,1,pick_audio,0.1718,0.1348,0.1804,1,0,3,3
457,2,2,1,1,pick_audio,0.6159,0.1428,0.6791,2,1,2,3
458,3,3,1,1,pick_audio,0.6301,0.1417,0.6574,3,2,3,3
459,1,1,1,1,pick_audio,0.1616,0.6021,0.6734,3,1,1,3
460,2,2,1,0,unanimous,0.9301,-1.0000,0.9489,2,-1,2,2
461,0,0,1,1,pick_audio,0.6118,0.1298,0.6670,0,3,0,3
462,1,0,0,1,pick_audio,0.1693,0.6335,0.6842,1,0,0,3
463,0,2,0,1,pick_audio,0.1563,-1.0000,0.1889,0,-1,2,2
464,1,1,1,0,unanimous,0.9269,0.9434,-1.0000,1,1,-1,2
465,2,2,1,0,unanimous,0.9155,0.9292,0.9510,2,2,2,3
466,3,3,1,0,unanimous,0.9182,0.9440,0.9411,3,3,3,3
467,1,1,1,0,unanimous,0.9218,0.9425,0.9470,1,1,1,3
468,3,3,1,0,unanimous,0.9200,-1.0000,0.9525,3,-1,3,2
469,1,1,1,1,pick_audio,0.5967,0.1434,0.6726,1,3,1,3
470,0,0,1,0,unanimous,0.9172,0.9436,0.9501,0,0,0,3
471,0,3,0,1,pick_text,0.6333,0.6124,0.1907,3,3,0,3
472,1,1,1,0,unanimous,0.9142,0.9441,0.9481,1,1,1,3
473,3,3,1,1,pick_audio,-1.0000,0.1225,0.1783,-1,0,3,2
474,2,2,1,1,pick_audio,0.6072,0.1432,0.6490,2,1,2,3
475,2,2,1,1,pick_text,0.1721,0.1404,-1.0000,2,0,-1,2
476,0,0,1,0,unanimous,0.9190,0.9379,0.9464,0,0,0,3
477,2,1,0,1,pick_audio,0.1671,-1.0000,0.1967,3,-1,1,2
478,0,0,1,1,pick_audio,-1.0000,0.1323,0.1800,-1,1,0,2
479,2,2,1,1,pick_audio,0.6262,0.1377,0.6796,2,3,2,3
480,1,1,1,0,unanimous,0.9243,0.9421,0.9467,1,1,1,3
481,0,0,1,1,pick_visual,0.6110,0.6274,0.1817,0,0,2,3
482,0,0,1,1,pick_audio,0.6058,0.1303,0.6771,0,3,0,3
483,1,1,1,1,pick_audio,0.1649,0.6290,0.6771,2,1,1,3
484,0,0,1,1,pick_audio,0.5978,0.1424,0.6765,0,3,0,3
485,2,2,1,0,unanimous,0.9238,0.9414,0.9470,2,2,2,3
486,2,2,1,1,pick_audio,0.5757,0.1261,0.6552,2,3,2,3
487,0,0,1,0,unanimous,0.9269,0.9445,0.9504,0,0,0,3
488,2,2,1,1,pick_audio,0.6170,0.1337,0.6882,2,3,2,3
489,3,3,1,0,unanimous,0.9188,-1.0000,0.9459,3,-1,3,2
490,0,0,1,0,unanimous,0.9239,0.9437,0.9482,0,0,0,3
491,1,3,0,1,pick_audio,0.1764,0.6252,0.6759,1,3,3,3
492,3,3,1,0,unanimous,0.9256,0.9426,0.9506,3,3,3,3
493,0,0,1,0,unanimous,0.9242,0.9429,0.9423,0,0,0,3
494,1,1,1,1,pick_visual,0.6251,0.6297,0.2139,1,1,0,3
495,2,0,0,1,pick_audio,0.1690,0.1268,0.1862,2,3,0,3
496,1,1,1,0,unanimous,0.9244,0.9370,0.9491,1,1,1,3
497,3,3,1,1,pick_audio,0.1738,0.1300,0.1897,1,2,3,3
498,2,2,1,1,pick_audio,0.1681,0.5364,0.6868,0,2,2,3
499,0,0,1,0,unanimous,0.9204,0.9388,0.9510,0,0,0,3
500,2,2,1,0,unanimous,0.9296,0.9388,0.9522,2,2,2,3
501,0,0,1,1,pick_audio,0.1603,0.5973,0.6831,1,0,0,3
502,0,0,1,0,unanimous,0.9231,0.9120,-1.0000,0,0,-1,2
503,1,1,1,0,unanimous,0.9205,-1.0000,0.9490,1,-1,1,2
504,1,1,1,0,unanimous,-1.0000,0.9425,0.9483,-1,1,1,2
505,1,1,1,0,unanimous,0.9177,0.9442,0.9507,1,1,1,3
506,3,1,0,1,pick_audio,0.1714,-1.0000,0.1869,3,-1,1,2
507,3,1,0,0,unanimous,0.9226,-1.0000,0.9511,1,-1,1,2
508,1,1,1,0,unanimous,0.9185,-1.0000,0.9483,1,-1,1,2
509,3,3,1,0,unanimous,0.9176,0.9442,0.9517,3,3,3,3
510,2,2,1,1,pick_audio,0.6051,0.1220,0.6699,2,0,2,3
511,2,2,1,0,unanimous,0.9190,0.9451,0.9505,2,2,2,3
512,3,3,1,0,unanimous,0.9209,0.9343,0.9535,3,3,3,3
513,3,1,0,1,pick_audio,0.1787,0.1405,0.1788,3,0,1,3
514,2,2,1,0,unanimous,0.9154,-1.0000,0.9412,2,-1,2,2
515,0,0,1,0,unanimous,0.9224,0.9443,0.9444,0,0,0,3
516,2,2,1,1,pick_visual,0.5933,0.6182,0.1774,2,2,3,3
517,2,2,1,0,unanimous,0.9217,0.9367,0.9538,2,2,2,3
518,3,3,1,1,pick_text,0.6448,0.6296,0.1766,3,3,2,3
519,2,2,1,0,unanimous,-1.0000,-1.0000,0.6710,-1,-1,2,1
520,3,3,1,0,unanimous,0.9249,0.9411,0.9441,3,3,3,3
521,3,0,0,1,pick_audio,0.1707,-1.0000,0.1798,2,-1,0,2
522,1,1,1,0,unanimous,-1.0000,0.9356,0.9519,-1,1,1,2
523,2,2,1,0,unanimous,-1.0000,-1.0000,0.6701,-1,-1,2,1
524,0,0,1,0,unanimous,0.9232,0.9444,0.9522,0,0,0,3
525,1,1,1,1,pick_visual,0.6072,0.6340,0.1948,1,1,0,3
526,3,3,1,1,pick_audio,0.5931,0.1194,0.6673,3,1,3,3
527,3,2,0,1,pick_audio,0.1666,-1.0000,0.1845,3,-1,2,2
528,0,0,1,0,unanimous,0.9180,0.9368,0.9449,0,0,0,3
529,3,3,1,1,pick_audio,0.1695,0.6149,0.6572,0,3,3,3
530,2,2,1,0,unanimous,0.9230,0.9248,0.9445,2,2,2,3
531,1,1,1,0,unanimous,0.9261,0.9441,0.9475,1,1,1,3
532,3,3,1,0,unanimous,0.9255,0.9435,-1.0000,3,3,-1,2
533,3,3,1,0,unanimous,0.9140,0.9316,0.9462,3,3,3,3
534,0,0,1,0,unanimous,0.9227,0.9405,0.9439,0,0,0,3
535,2,2,1,0,unanimous,0.9240,0.9440,0.9443,2,2,2,3
536,3,3,1,0,unanimous,0.9183,0.9398,0.9436,3,3,3,3
537,0,1,0,1,pick_visual,0.5967,0.6237,0.1933,1,1,0,3
538,3,2,0,1,pick_audio,0.1617,-1.0000,0.2016,3,-1,2,2
539,0,0,1,0,unanimous,0.9240,0.9426,-1.0000,0,0,-1,2
540,0,3,0,1,pick_audio,0.1590,0.1416,0.1737,0,1,3,3
541,2,2,1,0,unanimous,0.9203,0.9384,0.9497,2,2,2,3
542,3,3,1,1,pick_text,0.5909,0.5895,0.1910,3,3,0,3
543,2,2,1,0,unanimous,0.9188,0.9445,0.9460,2,2,2,3
544,0,0,1,0,unanimous,-1.0000,0.9407,0.9490,-1,0,0,2
545,1,1,1,0,unanimous,0.9160,0.9414,0.9449,1,1,1,3
546,3,3,1,0,unanimous,0.9144,0.9416,0.9514,3,3,3,3
547,1,1,1,1,pick_audio,0.1628,0.6314,0.6852,0,1,1,3
548,3,2,0,1,pick_audio,0.1714,0.6350,0.6738,0,2,2,3
549,2,2,1,0,unanimous,0.9165,0.9424,0.9493,2,2,2,3
550,2,2,1,1,pick_text,0.1681,0.1327,-1.0000,2,3,-1,2
551,2,2,1,1,pick_audio,0.5940,0.1379,0.6727,2,3,2,3
552,2,2,1,1,pick_audio,-1.0000,0.1330,0.1792,-1,1,2,2
553,2,2,1,0,unanimous,0.9218,0.9420,0.9456,2,2,2,3
554,1,1,1,0,unanimous,0.9221,0.9374,-1.0000,1,1,-1,2
555,2,2,1,0,unanimous,0.9235,0.9425,0.9488,2,2,2,3
556,0,0,1,1,pick_text,0.1828,0.1303,-1.0000,0,3,-1,2
557,0,0,1,1,pick_visual,0.6075,0.6350,0.1710,0,0,3,3
558,1,1,1,0,unanimous,0.9241,0.9422,0.9487,1,1,1,3
559,3,3,1,0,unanimous,0.9288,-1.0000,0.9468,3,-1,3,2
560,0,0,1,1,pick_audio,0.5946,0.1379,0.6539,0,2,0,3
561,3,3,1,0,unanimous,0.9237,0.9437,0.9502,3,3,3,3
562,1,1,1,0,unanimous,0.9141,0.9424,0.9514,1,1,1,3
563,3,3,1,1,pick_visual,0.6038,0.6339,0.1838,3,3,2,3
564,3,3,1,1,pick_audio,0.5884,0.1353,0.6711,3,1,3,3
565,3,3,1,1,pick_text,0.1685,0.1441,-1.0000,3,2,-1,2
566,3,3,1,0,unanimous,0.9171,0.9436,0.9476,3,3,3,3
567,1,1,1,1,pick_audio,0.1802,0.6022,0.6770,0,1,1,3
568,0,0,1,1,pick_audio,0.6204,0.1380,0.6697,0,3,0,3
569,2,2,1,0,unanimous,0.9240,0.9443,0.9461,2,2,2,3
570,3,3,1,0,unanimous,0.9160,0.9429,0.9493,3,3,3,3
571,0,0,1,1,pick_audio,-1.0000,0.1447,0.1905,-1,2,0,2
572,0,0,1,0,unanimous,0.9273,0.9443,0.9465,0,0,0,3
573,1,1,1,1,pick_audio,0.6060,0.1420,0.6738,1,0,1,3
574,0,0,1,0,unanimous,0.9148,0.9426,0.9489,0,0,0,3
575,1,1,1,0,unanimous,0.9235,-1.0000,0.9469,1,-1,1,2
576,3,3,1,1,pick_text,0.6070,0.6035,0.1778,3,3,0,3
577,3,3,1,1,pick_audio,-1.0000,0.1384,0.1707,-1,1,3,2
578,2,1,0,1,pick_audio,0.1677,0.1408,0.1825,0,2,1,3
579,2,2,1,0,unanimous,0.9233,0.9383,0.9444,2,2,2,3
580,2,0,0,1,pick_audio,0.1680,0.5525,0.6740,2,0,0,3
581,0,0,1,0,no_modality,-1.0000,-1.0000,-1.0000,-1,-1,-1,0
582,3,3,1,0,unanimous,0.9216,0.9416,0.9475,3,3,3,3
583,1,1,1,0,unanimous,0.9214,-1.0000,0.9457,1,-1,1,2
584,2,2,1,1,pick_audio,0.5942,0.1321,0.6699,2,3,2,3
585,1,1,1,0,unanimous,0.9209,0.9412,0.9472,1,1,1,3
586,1,2,0,1,pick_visual,0.6090,0.6199,0.2004,2,2,1,3
587,2,2,1,1,pick_audio,-1.0000,0.1227,0.1902,-1,1,2,2
588,3,3,1,1,pick_audio,-1.0000,0.1275,0.1954,-1,2,3,2
589,2,2,1,1,pick_audio,-1.0000,0.1453,0.1924,-1,0,2,2
590,1,1,1,1,pick_text,0.1690,0.1355,-1.0000,1,3,-1,2
591,2,2,1,0,unanimous,0.9210,0.9395,0.9518,2,2,2,3
592,1,1,1,1,pick_visual,0.6153,0.6375,0.1926,1,1,0,3
593,1,1,1,0,unanimous,0.9256,0.9317,0.9475,1,1,1,3
594,2,2,1,1,pick_audio,0.1725,0.1346,0.1848,1,0,2,3
595,0,0,1,0,unanimous,0.9197,0.9221,0.9469,0,0,0,3
596,2,2,1,1,pick_audio,0.6000,0.1372,0.6534,2,0,2,3
597,0,2,0,1,pick_visual,0.5836,0.6379,0.1857,2,2,0,3
598,1,1,1,0,unanimous,0.9187,0.9019,0.9545,1,1,1,3
599,1,1,1,1,pick_text,0.1592,0.1377,-1.0000,1,0,-1,2
600,0,0,1,1,pick_audio,0.5912,0.1417,0.6698,0,2,0,3
601,1,1,1,0,unanimous,0.9229,0.9436,0.9467,1,1,1,3
602,0,0,1,1,pick_audio,0.6070,0.1368,0.6701,0,3,0,3
603,0,0,1,0,unanimous,0.9240,0.9426,0.9503,0,0,0,3
604,1,1,1,0,unanimous,0.9200,0.9267,0.9480,1,1,1,3
605,3,3,1,0,unanimous,0.9121,0.9409,0.9489,3,3,3,3
606,0,0,1,1,pick_audio,0.6185,0.1394,0.6720,0,3,0,3
607,2,2,1,1,pick_audio,0.5868,0.1389,0.6612,2,3,2,3
608,2,2,1,1,pick_visual,0.5966,0.6125,0.1813,2,2,1,3
609,1,1,1,1,pick_text,0.1719,0.1176,-1.0000,1,3,-1,2
610,3,3,1,1,pick_audio,0.6155,0.1432,0.6707,3,2,3,3
611,1,1,1,1,pick_audio,0.1724,0.6309,0.6883,2,1,1,3
612,3,1,0,1,pick_audio,0.1639,0.1463,0.1908,0,3,1,3
613,0,0,1,1,pick_text,0.1756,0.1452,-1.0000,0,3,-1,2
614,0,0,1,0,unanimous,0.9186,0.9427,0.9486,0,0,0,3
615,0,0,1,1,pick_audio,0.1706,0.6330,0.6659,3,0,0,3
616,0,0,1,1,pick_audio,0.1652,0.1331,0.1747,2,1,0,3
617,2,2,1,0,unanimous,0.9159,0.9399,0.9507,2,2,2,3
618,2,2,1,0,unanimous,0.9227,0.9388,-1.0000,2,2,-1,2
619,1,1,1,1,pick_visual,0.5723,0.6319,0.1868,1,1,2,3
620,3,3,1,1,pick_audio,-1.0000,0.1358,0.1904,-1,2,3,2
621,0,0,1,0,unanimous,0.9235,0.9440,0.9522,0,0,0,3
622,0,0,1,0,unanimous,0.9118,0.9425,0.9483,0,0,0,3
623,3,3,1,1,pick_text,0.6447,0.6357,0.1916,3,3,0,3
624,3,3,1,0,unanimous,0.9223,0.9425,0.9465,3,3,3,3
625,1,1,1,0,unanimous,0.9242,0.9422,0.9483,1,1,1,3
626,3,3,1,0,unanimous,-1.0000,0.9430,0.9460,-1,3,3,2
627,0,0,1,0,unanimous,0.9225,0.9426,0.9460,0,0,0,3
628,0,0,1,1,pick_visual,0.6102,0.6125,0.1832,0,0,1,3
629,0,0,1,1,pick_audio,0.6179,0.1405,0.6729,0,1,0,3
630,0,1,0,1,pick_audio,0.1789,0.1300,0.1829,0,2,1,3
631,0,0,1,0,unanimous,0.9243,0.9396,0.9503,0,0,0,3
632,1,1,1,1,pick_text,0.1932,-1.0000,0.1810,1,-1,2,2
633,0,0,1,1,pick_audio,0.6095,0.1438,0.6922,0,3,0,3
634,1,1,1,1,pick_audio,0.6110,0.1346,0.6677,1,2,1,3
635,0,0,1,0,unanimous,0.9148,0.9415,0.9514,0,0,0,3
636,2,2,1,0,unanimous,0.9150,-1.0000,0.9516,2,-1,2,2
637,2,2,1,0,unanimous,0.9187,0.9435,0.9507,2,2,2,3
638,2,2,1,0,unanimous,0.9194,0.9099,-1.0000,2,2,-1,2
639,2,2,1,1,pick_audio,0.1647,0.6076,0.6706,3,2,2,3
640,1,1,1,1,pick_audio,0.6197,0.1368,0.6726,1,0,1,3
641,1,1,1,0,unanimous,0.9177,0.9428,0.9494,1,1,1,3
642,3,3,1,1,pick_audio,0.6057,0.1390,0.6539,3,2,3,3
643,0,0,1,0,unanimous,0.9239,0.9430,0.9444,0,0,0,3
644,2,2,1,0,unanimous,0.9186,-1.0000,0.9482,2,-1,2,2
645,1,1,1,0,unanimous,0.9230,0.9433,0.9433,1,1,1,3
646,0,0,1,0,unanimous,0.6105,-1.0000,-1.0000,0,-1,-1,1
647,0,0,1,1,pick_visual,0.6207,0.6333,0.2056,0,0,1,3
648,1,1,1,1,pick_audio,0.1519,0.5255,0.6665,0,1,1,3
649,2,2,1,0,unanimous,0.9290,0.9430,0.9517,2,2,2,3
650,3,2,0,0,unanimous,-1.0000,0.6194,-1.0000,-1,2,-1,1
651,0,1,0,0,unanimous,-1.0000,0.9430,0.9456,-1,1,1,2
652,3,1,0,1,pick_audio,0.1697,0.1202,0.1930,0,3,1,3
653,2,2,1,1,pick_audio,0.6105,0.1452,0.6871,2,0,2,3
654,2,2,1,0,unanimous,0.9173,0.9436,0.9477,2,2,2,3
655,3,3,1,1,pick_audio,0.6111,0.1390,0.6816,3,2,3,3
656,2,2,1,0,unanimous,-1.0000,-1.0000,0.6493,-1,-1,2,1
657,0,0,1,0,unanimous,0.9277,0.9422,0.9504,0,0,0,3
658,3,3,1,0,unanimous,0.9207,-1.0000,0.9406,3,-1,3,2
659,2,2,1,0,unanimous,0.9274,0.9348,0.9453,2,2,2,3
660,3,3,1,0,unanimous,0.9251,0.9102,-1.0000,3,3,-1,2
661,0,0,1,1,pick_audio,0.6050,0.1398,0.6748,0,3,0,3
662,2,2,1,1,pick_audio,0.1765,0.6248,0.6369,1,2,2,3
663,0,0,1,0,unanimous,0.9252,0.9447,0.9479,0,0,0,3
664,2,2,1,1,pick_audio,0.6070,0.1331,0.6758,2,0,2,3
665,1,1,1,1,pick_audio,0.1550,0.6175,0.6817,0,1,1,3
666,2,0,0,1,pick_visual,0.5952,0.6023,0.1900,0,0,2,3
667,3,3,1,0,unanimous,0.9237,0.9419,0.9478,3,3,3,3
668,2,2,1,1,pick_audio,0.1718,0.1443,0.1893,3,1,2,3
669,0,0,1,0,unanimous,0.9223,0.9414,-1.0000,0,0,-1,2
670,0,2,0,1,pick_visual,0.6135,0.6283,0.1857,2,2,0,3
671,2,2,1,0,unanimous,0.9201,0.9279,-1.0000,2,2,-1,2
672,3,3,1,0,unanimous,0.9221,0.9304,0.9482,3,3,3,3
673,1,1,1,0,unanimous,0.9313,-1.0000,0.9398,1,-1,1,2
674,3,3,1,1,pick_audio,0.6153,0.1441,0.6800,3,1,3,3
675,1,1,1,0,unanimous,0.9187,0.9413,0.9497,1,1,1,3
676,0,3,0,1,pick_audio,-1.0000,0.1314,0.1922,-1,0,3,2
677,3,3,1,0,unanimous,0.9251,0.9439,0.9462,3,3,3,3
678,1,1,1,1,pick_audio,0.1716,0.1380,0.2001,0,3,1,3
679,2,2,1,1,pick_audio,0.1757,0.6335,0.6860,1,2,2,3
